year,month,day,cases
2021,7,27,63
2021,7,28,83
2021,7,29,61
2021,7,30,60
2021,7,31,61
2021,8,1,64
2021,8,2,97
2021,8,3,95
2021,8,4,98
2021,8,5,91
2021,8,6,79
2021,8,7,106
2021,8,8,112
2021,8,9,129
2021,8,10,145
2021,8,11,143
2021,8,12,175
2021,8,13,164
2021,8,14,147
2021,8,15,220
2021,8,16,191
2021,8,17,210
2021,8,18,259
2021,8,19,245
2021,8,20,277
2021,8,21,285
2021,8,22,204
2021,8,23,284
2021,8,24,285
2021,8,25,252
2021,8,26,269
2021,8,27,236
2021,8,28,254
2021,8,29,143
2021,8,30,182
2021,8,31,183
2021,9,1,199
2021,9,2,167
2021,9,3,228
2021,9,4,158
2021,9,5,165
2021,9,6,161
2021,9,7,151
2021,9,8,160
2021,9,9,154
2021,9,10,167
2021,9,11,124
2021,9,12,125
2021,9,13,145
2021,9,14,106
2021,9,15,93
2021,9,16,65
2021,9,17,63
2021,9,18,67
2021,9,19,66
2021,9,20,94
2021,9,21,92
2021,9,22,152
2021,9,23,76
2021,9,24,102
2021,9,25,95
2021,9,26,55
2021,9,27,81
2021,9,28,116
2021,9,29,178
2021,9,30,104
2021,10,1,83
2021,10,2,114
2021,10,3,75
2021,10,4,63
2021,10,5,117
2021,10,6,114
2021,10,7,121
2021,10,8,121
2021,10,9,112
2021,10,10,21
2021,10,11,54
2021,10,12,115
2021,10,13,108
2021,10,14,125
2021,10,15,133
2021,10,16,79
2021,10,17,80
2021,10,18,91
2021,10,19,201
2021,10,20,164
2021,10,21,168
2021,10,22,167
2021,10,23,191
2021,10,24,80
2021,10,25,159
2021,10,26,266
2021,10,27,297
2021,10,28,326
2021,10,29,318
2021,10,30,268
2021,10,31,120
2021,11,1,100
2021,11,2,201
2021,11,3,297
2021,11,4,421
2021,11,5,434
2021,11,6,407
2021,11,7,239
2021,11,8,229
2021,11,9,426
2021,11,10,383
2021,11,11,384
2021,11,12,395
2021,11,13,483
2021,11,14,405
2021,11,15,258
2021,11,16,466
2021,11,17,495
2021,11,18,611
2021,11,19,662
2021,11,20,633
2021,11,21,558
2021,11,22,426
2021,11,23,428
2021,11,24,450
2021,11,25,333
2021,11,26,718
2021,11,27,630
2021,11,28,674
2021,11,29,779
2021,11,30,808
2021,12,1,765
2021,12,2,640
2021,12,3,780
2021,12,4,793
2021,12,5,686
2021,12,6,987
2021,12,7,1251
2021,12,8,666
2021,12,9,512
2021,12,10,860
2021,12,11,304
2021,12,12,168
2021,12,13,368
2021,12,14,677
2021,12,15,528
2021,12,16,470
2021,12,17,480
2021,12,18,306
2021,12,19,185
2021,12,20,319
2021,12,21,580
2021,12,22,373
2021,12,23,463
2021,12,24,266
